qid,question,eval_set,category,category_ja,difficulty_original,difficulty_cte_folded,is_cte,tables,n_tables,n_joins,has_aggregation,has_subquery,sql_features,gold_sql_available,expected_result_available
q_hard_003,L1₂構造を持つ化合物のうち、格子定数aがNi₃Al（3.57Å）との差0.1Å以内の候補を、形成エネルギーが低い順に抽出して。,main,stability,安定性,hard,hard,False,material_entry;phase_stability;structure,3,2,False,False,,True,True
q_hard_004,安定なL1₂型化合物のバルクモジュラスを高い順に表示して。,main,electronic_magnetic_thermal,電子構造・磁気・熱,hard,hard,False,calculated_property;calculation;material_entry;phase_stability;structure,5,4,False,False,,True,True
q_hard_005,NiまたはCoを含む安定なL1₂化合物を形成エネルギー順に並べて。,main,stability,安定性,hard,hard,False,composition;material_entry;phase_stability;structure,4,3,False,False,,True,True
q_hard_006,Aサイト元素別にL1₂型化合物の平均格子定数を集計して。,main,structure,構造,hard,hard,False,composition;material_entry;structure,3,2,True,False,aggregation;group_by,True,True
q_hard_007,形成エネルギーが-0.3以下で格子定数が3.5〜3.7ÅのL1₂化合物を抽出して。,main,stability,安定性,hard,hard,False,material_entry;phase_stability;structure,3,2,False,False,,True,True
q_hard_008,L1₂型化合物でバルクモジュラスが180GPa以上のものを抽出して。,main,electronic_magnetic_thermal,電子構造・磁気・熱,hard,hard,False,calculated_property;calculation;material_entry;structure,4,3,False,False,,True,True
q_hard_009,Co基L1₂化合物のうち、Ni₃Alに近い格子定数のものを安定性順に出して。,main,stability,安定性,hard,hard,False,composition;material_entry;phase_stability;structure,4,3,False,False,,True,True
q_hard_010,Bサイト元素がAlまたはTiのL1₂化合物を形成エネルギー順に出して。,main,stability,安定性,hard,hard,False,composition;material_entry;phase_stability;structure,4,3,False,False,,True,True
q_hard_011,L1₂化合物のせん断弾性率を表示して。,main,electronic_magnetic_thermal,電子構造・磁気・熱,hard,hard,False,calculated_property;calculation;material_entry;structure,4,3,False,False,,True,True
q_hard_012,安定で形成エネルギーが最も低いL1₂化合物のトップ10を出して。,main,stability,安定性,hard,hard,False,material_entry;phase_stability;structure,3,2,False,False,,True,True
q_hard_013,Ni含有L1₂化合物のバルクモジュラスと形成エネルギーの関係を出して。,main,electronic_magnetic_thermal,電子構造・磁気・熱,hard,hard,False,calculated_property;calculation;composition;material_entry;phase_stability;structure,6,5,False,False,,True,True
q_hard_014,安定なL1₂化合物をAサイト元素でグループ化し、各グループの平均形成エネルギーと件数を出して。,main,stability,安定性,hard,hard,False,composition;material_entry;phase_stability;structure,4,3,True,False,aggregation;group_by;distinct,True,True
q_hard_015,格子定数aが3.55Å付近（|a−3.55|≤0.1Å）でバルクモジュラスの高いL1₂化合物を探して。,main,electronic_magnetic_thermal,電子構造・磁気・熱,hard,hard,False,calculated_property;calculation;material_entry;structure,4,3,False,False,,True,True
q_hard_016,L1₂型化合物の格子定数と形成エネルギーの相関を見たい。,main,stability,安定性,hard,hard,False,material_entry;phase_stability;structure,3,2,False,False,,True,True
q_hard_017,Co3TiとNi3Alの格子定数差を計算して。,main,structure,構造,hard,hard,False,material_entry;structure,2,1,False,False,,True,True
q_hard_018,Al系L1₂化合物のうち安定なものとそうでないものの数を出して。,main,stability,安定性,hard,hard,False,composition;material_entry;phase_stability;structure,4,3,True,False,aggregation;group_by;case,True,True
q_hard_019,準安定L1₂化合物をenergy above hull順にランキングして。,main,stability,安定性,hard,hard,False,material_entry;phase_stability;structure,3,2,False,False,,True,True
q_hard_020,Bサイト元素ごとの安定L1₂化合物数を集計して。,main,stability,安定性,hard,hard,False,composition;material_entry;phase_stability;structure,4,3,True,False,aggregation;group_by;distinct,True,True
q_hard_021,DFT計算で得られたL1₂化合物の物性一覧を出して。,main,electronic_magnetic_thermal,電子構造・磁気・熱,hard,hard,False,calculated_property;calculation;material_entry;structure,4,3,False,False,,True,True
q_hard_022,PBE汎関数で計算されたL1₂化合物のバルクモジュラスを表示して。,main,electronic_magnetic_thermal,電子構造・磁気・熱,hard,hard,False,calculated_property;calculation;material_entry;structure,4,3,False,False,,True,True
q_hard_023,L1₂化合物の格子ミスマッチ（Ni3Alとの差）を計算して小さい順に表示して。,main,structure,構造,hard,hard,False,material_entry;structure,2,1,False,False,,True,True
q_hard_024,Fe含有L1₂化合物の安定性と弾性特性を同時に表示して。,main,electronic_magnetic_thermal,電子構造・磁気・熱,hard,hard,False,calculated_property;calculation;composition;material_entry;phase_stability;structure,6,5,False,False,,True,True
q_hard_025,安定なL1₂化合物でバルクモジュラスが160GPa以上のものを抽出して。,main,electronic_magnetic_thermal,電子構造・磁気・熱,hard,hard,False,calculated_property;calculation;material_entry;phase_stability;structure,5,4,False,False,,True,True
q_hard_026,L1₂化合物で安定性と格子定数の両面でNi3Alに近い候補を出して。,main,stability,安定性,hard,hard,False,material_entry;phase_stability;structure,3,2,False,False,,True,True
q_hard_027,Aサイト元素がNiまたはCoで、Bサイト元素がAlまたはTiのL1₂化合物を出して。,main,structure,構造,hard,hard,False,composition;material_entry;structure,3,3,False,False,distinct,True,True
q_hard_028,L1₂型化合物の体積あたり原子数と格子定数の関係を出して。,main,structure,構造,hard,hard,False,material_entry;structure,2,1,False,False,,True,True
q_hard_029,L1₂化合物でenergy above hullが0で形成エネルギーが-0.4以下のものを出して。,main,stability,安定性,hard,hard,False,material_entry;phase_stability;structure,3,2,False,False,,True,True
q_hard_030,遷移金属を含むL1₂型化合物のうち安定なものを出して。,main,stability,安定性,hard,hard,False,composition;material_entry;phase_stability;structure,4,3,False,False,distinct,True,True
q_medium_001,Niを含む安定なL1₂型化合物を抽出して。,main,stability,安定性,medium,medium,False,composition;material_entry;phase_stability;structure,4,3,False,False,,True,True
q_medium_002,形成エネルギーが負のL1₂型化合物を元素組み合わせごとに整理して。,main,stability,安定性,medium,medium,False,material_entry;phase_stability;structure,3,2,False,False,,True,True
q_medium_003,Alを含む安定なL1₂型金属間化合物を抽出して。,main,stability,安定性,medium,medium,False,composition;material_entry;phase_stability;structure,4,3,False,False,,True,True
q_medium_004,Ni₃Alに近い格子定数を持つL1₂化合物を探して。,main,structure,構造,medium,medium,False,material_entry;structure,2,1,False,False,,True,True
q_medium_005,安定なL1₂型化合物を形成エネルギーが低い順に出して。,main,stability,安定性,medium,medium,False,material_entry;phase_stability;structure,3,2,False,False,,True,True
q_medium_006,準安定なL1₂型化合物を抽出して。,main,stability,安定性,medium,medium,False,material_entry;phase_stability;structure,3,2,False,False,,True,True
q_medium_007,L1₂型化合物の形成エネルギー分布を教えて。,main,stability,安定性,medium,medium,False,material_entry;phase_stability;structure,3,2,False,False,,True,True
q_medium_008,Co含有L1₂型化合物を安定性の高い順に表示して。,main,stability,安定性,medium,medium,False,composition;material_entry;phase_stability;structure,4,3,False,False,,True,True
q_medium_009,格子定数が3.5Å以上のL1₂化合物を出して。,main,structure,構造,medium,medium,False,material_entry;structure,2,1,False,False,,True,True
q_medium_010,NiまたはCoを含むL1₂型化合物を一覧にして。,main,structure,構造,medium,medium,False,composition;material_entry;structure,3,2,False,False,,True,True
q_medium_011,形成エネルギーが-0.4以下のL1₂型化合物を出して。,main,stability,安定性,medium,medium,False,material_entry;phase_stability;structure,3,2,False,False,,True,True
q_medium_012,energy above hullが0.01以下のL1₂型化合物を表示して。,main,stability,安定性,medium,medium,False,material_entry;phase_stability;structure,3,2,False,False,,True,True
q_medium_013,Ti含有L1₂型化合物の格子定数と形成エネルギーを表示して。,main,stability,安定性,medium,medium,False,composition;material_entry;phase_stability;structure,4,3,False,False,,True,True
q_medium_014,L1₂化合物の格子定数を小さい順にソートして。,main,structure,構造,medium,medium,False,material_entry;structure,2,1,False,False,,True,True
q_medium_015,化学系Al-Niに属するL1₂化合物を抽出して。,main,structure,構造,medium,medium,False,material_entry;structure,2,1,False,False,,True,True
q_medium_016,安定で格子定数が3.6Å未満のL1₂化合物を出して。,main,stability,安定性,medium,medium,False,material_entry;phase_stability;structure,3,2,False,False,,True,True
q_medium_017,Nbを含むL1₂型化合物の安定性情報を出して。,main,stability,安定性,medium,medium,False,composition;material_entry;phase_stability;structure,4,3,False,False,,True,True
q_medium_018,Scを含むL1₂型化合物を格子定数と共に表示して。,main,structure,構造,medium,medium,False,composition;material_entry;structure,3,2,False,False,,True,True
q_medium_019,L1₂型化合物のうちis_stableがtrueのものを出して。,main,stability,安定性,medium,medium,False,material_entry;phase_stability;structure,3,2,False,False,,True,True
q_medium_020,Ni-Al系以外のL1₂型化合物を一覧にして。,main,structure,構造,medium,medium,False,material_entry;structure,2,1,False,False,,True,True
q_medium_021,Aサイト元素ごとのL1₂型化合物数を集計して。,main,structure,構造,medium,medium,False,composition;material_entry;structure,3,2,True,False,aggregation;group_by;distinct,True,True
q_medium_022,形成エネルギーが最も低いL1₂型化合物TOP5を出して。,main,stability,安定性,medium,medium,False,material_entry;phase_stability;structure,3,2,False,False,,True,True
q_medium_023,格子定数が4.0Å以上のL1₂化合物を出して。,main,structure,構造,medium,medium,False,material_entry;structure,2,1,False,False,,True,True
q_medium_024,Pdを含むL1₂型化合物を形成エネルギー順に出して。,main,stability,安定性,medium,medium,False,composition;material_entry;phase_stability;structure,4,3,False,False,,True,True
q_medium_025,Cu含有のL1₂型化合物を安定性で分類して。,main,stability,安定性,medium,medium,False,composition;material_entry;phase_stability;structure,4,3,False,False,,True,True
q_medium_026,Bサイト元素ごとの平均形成エネルギーを出して。,main,stability,安定性,medium,medium,False,composition;material_entry;phase_stability,3,2,True,False,aggregation;group_by,True,True
q_medium_027,格子体積が12Å³/atom以下のL1₂化合物を出して。,main,structure,構造,medium,medium,False,material_entry;structure,2,1,False,False,,True,True
q_medium_028,Ir含有L1₂型化合物の一覧を出して。,main,structure,構造,medium,medium,False,composition;material_entry;structure,3,2,False,False,,True,True
q_medium_029,2元素系のL1₂型化合物をchemical_systemで分類して。,main,structure,構造,medium,medium,False,material_entry;structure,2,1,True,False,aggregation;group_by,True,True
q_medium_030,安定なL1₂型化合物のうち格子定数が大きい順に並べて。,main,stability,安定性,medium,medium,False,material_entry;phase_stability;structure,3,2,False,False,,True,True
q_proto_b2_easy_001,B2型構造を持つ化合物を一覧にして。,main,structure,構造,easy,easy,False,material_entry;structure,2,1,False,False,,True,True
q_proto_b2_hard_001,安定なB2型化合物を形成エネルギーが低い順に出して。,main,stability,安定性,hard,hard,False,material_entry;phase_stability;structure,3,2,False,False,,True,True
q_proto_b2_medium_001,Zrを含むB2型化合物を抽出して。,main,structure,構造,medium,medium,False,composition;material_entry;structure,3,2,False,False,,True,True
q_proto_b2_very_hard_001,B2型化合物の元素組み合わせと安定性の関係をAサイト・Bサイト別に集計して（総数・安定件数・平均形成エネルギー）。,main,stability,安定性,very_hard,very_hard,False,composition;material_entry;phase_stability;structure,4,4,True,False,aggregation;group_by;case,True,True
q_proto_bif3_easy_001,BiF3型構造を持つ化合物を一覧にして。,main,structure,構造,easy,easy,False,material_entry;structure,2,1,False,False,,True,True
q_proto_bif3_hard_001,安定なBiF3型化合物を形成エネルギーが低い順に出して。,main,stability,安定性,hard,hard,False,material_entry;phase_stability;structure,3,2,False,False,,True,True
q_proto_bif3_medium_001,Siを含むBiF3型化合物を抽出して。,main,structure,構造,medium,medium,False,composition;material_entry;structure,3,2,False,False,,True,True
q_proto_bif3_very_hard_001,BiF3型化合物の元素組み合わせと安定性の関係をAサイト・Bサイト別に集計して（総数・安定件数・平均形成エネルギー）。,main,stability,安定性,very_hard,very_hard,False,composition;material_entry;phase_stability;structure,4,4,True,False,aggregation;group_by;case,True,True
q_proto_l12_easy_001,L12型構造を持つ化合物を一覧にして。,main,structure,構造,easy,easy,False,material_entry;structure,2,1,False,False,,True,True
q_proto_l12_hard_001,安定なL12型化合物を形成エネルギーが低い順に出して。,main,stability,安定性,hard,hard,False,material_entry;phase_stability;structure,3,2,False,False,,True,True
q_proto_l12_medium_001,Niを含むL12型化合物を抽出して。,main,structure,構造,medium,medium,False,composition;material_entry;structure,3,2,False,False,,True,True
q_proto_l12_very_hard_001,L12型化合物の元素組み合わせと安定性の関係をAサイト・Bサイト別に集計して（総数・安定件数・平均形成エネルギー）。,main,stability,安定性,very_hard,very_hard,False,composition;material_entry;phase_stability;structure,4,4,True,False,aggregation;group_by;case,True,True
q_proto_nacl_easy_001,NaCl型構造を持つ化合物を一覧にして。,main,structure,構造,easy,easy,False,material_entry;structure,2,1,False,False,,True,True
q_proto_nacl_hard_001,安定なNaCl型化合物を形成エネルギーが低い順に出して。,main,stability,安定性,hard,hard,False,material_entry;phase_stability;structure,3,2,False,False,,True,True
q_proto_nacl_medium_001,Scを含むNaCl型化合物を抽出して。,main,structure,構造,medium,medium,False,composition;material_entry;structure,3,2,False,False,,True,True
q_proto_nacl_very_hard_001,NaCl型化合物の元素組み合わせと安定性の関係をAサイト・Bサイト別に集計して（総数・安定件数・平均形成エネルギー）。,main,stability,安定性,very_hard,very_hard,False,composition;material_entry;phase_stability;structure,4,4,True,False,aggregation;group_by;case,True,True
q_proto_nias_easy_001,NiAs型構造を持つ化合物を一覧にして。,main,structure,構造,easy,easy,False,material_entry;structure,2,1,False,False,,True,True
q_proto_nias_hard_001,安定なNiAs型化合物を形成エネルギーが低い順に出して。,main,stability,安定性,hard,hard,False,material_entry;phase_stability;structure,3,2,False,False,,True,True
q_proto_nias_medium_001,Tiを含むNiAs型化合物を抽出して。,main,structure,構造,medium,medium,False,composition;material_entry;structure,3,2,False,False,,True,True
q_proto_nias_very_hard_001,NiAs型化合物の元素組み合わせと安定性の関係をAサイト・Bサイト別に集計して（総数・安定件数・平均形成エネルギー）。,main,stability,安定性,very_hard,very_hard,False,composition;material_entry;phase_stability;structure,4,4,True,False,aggregation;group_by;case,True,True
q_vhard_001,L1₂型金属間化合物のうち、energy above hullが0.05 eV/atom以下でバルクモジュラスが計算されているものを、析出強化相候補としてenergy above hull昇順・Ni₃Al（3.57Å）との格子定数差昇順で抽出して。,main,electronic_magnetic_thermal,電子構造・磁気・熱,very_hard,very_hard,False,calculated_property;calculation;material_entry;phase_stability;structure,5,4,False,False,,True,True
q_vhard_002,Ni₃Al代替またはCo基γ'相候補として、energy above hullが0.05 eV/atom以下でバルクモジュラスが計算されているL1₂型金属間化合物を、形成エネルギー昇順・Ni₃Al（3.57Å）との格子定数差昇順で探索して。,main,electronic_magnetic_thermal,電子構造・磁気・熱,very_hard,very_hard,False,calculated_property;calculation;material_entry;phase_stability;structure,5,4,False,False,,True,True
q_vhard_003,γ'相候補のランキングを重み付きスコア (1 − E_hull/0.05)×0.4 + (1 − |a − 3.57|/0.3)×0.3 + (B/300)×0.3（E_hull ≤ 0.05 eV/atomのL1₂のみ対象、a: 格子定数Å、B: 体積弾性率GPa）で出して。,main,electronic_magnetic_thermal,電子構造・磁気・熱,very_hard,very_hard,False,calculated_property;calculation;material_entry;phase_stability;structure,5,4,False,False,,True,True
q_vhard_004,NiまたはCo含有で安定かつバルクモジュラスが高いL1₂化合物トップ10を出して。,main,electronic_magnetic_thermal,電子構造・磁気・熱,very_hard,very_hard,False,calculated_property;calculation;composition;material_entry;phase_stability;structure,6,5,False,False,,True,True
q_vhard_005,L1₂型化合物の元素組み合わせと安定性の関係をAサイト・Bサイト別に集計して（総数・安定件数・平均形成エネルギー）、材料設計の指針を得たい。,main,stability,安定性,very_hard,very_hard,False,composition;material_entry;phase_stability;structure,4,4,True,False,aggregation;group_by;case,True,True
q_vhard_006,Ni3Alの格子定数（3.57 Å）に近く、バルクモジュラスが高く、安定（is_stable）なL1₂候補を総合スコア (1 − E_hull/0.05)×0.35 + (1 − |a − 3.57|/0.3)×0.35 + (B/300)×0.30 でランキングして。,main,electronic_magnetic_thermal,電子構造・磁気・熱,very_hard,very_hard,False,calculated_property;calculation;material_entry;phase_stability;structure,5,4,False,False,,True,True
q_vhard_007,"析出強化に適したL1₂化合物（E_hull ≤ 0.05 eV/atom）をスコア (1 − E_hull/0.05)×0.35 + (1 − min(|a − 3.57|, 0.3)/0.3)×0.35 + (min(B, 300)/300)×0.30 で評価して上位候補を出して。",main,electronic_magnetic_thermal,電子構造・磁気・熱,very_hard,very_hard,False,calculated_property;calculation;material_entry;phase_stability;structure,5,4,False,False,,True,True
q_vhard_008,Co基超合金のγ'相候補として、Co含有で安定なL1₂化合物をNi3Alとの比較で評価して。,main,electronic_magnetic_thermal,電子構造・磁気・熱,very_hard,very_hard,False,calculated_property;calculation;composition;material_entry;phase_stability;structure,6,5,False,False,,True,True
q_vhard_009,Co3Tiの生成エンタルピーを純物質基準エネルギーから計算して、形成エネルギーと加重純物質基準エネルギーも併記して。,main,multistep,多段計算,very_hard,very_hard,True,composition;material_entry;phase_stability;pure_element_reference;reference_energy_set,5,5,True,False,CTE;aggregation;group_by,True,True
q_vhard_010,準安定域まで（energy_above_hull ≤ 0.05 eV/atom）のL1₂型化合物について、安定性マップ用データ（formation energy・energy above hull・弾性率）を出力して。,main,electronic_magnetic_thermal,電子構造・磁気・熱,very_hard,very_hard,False,calculated_property;calculation;material_entry;phase_stability;structure,5,5,False,False,,True,True
q_vhard_011,L1₂型化合物を凸包からの距離（energy above hull）が小さい順にランキングし、安定性クラス（stable/metastable/unstable）を付けて出して。,main,electronic_magnetic_thermal,電子構造・磁気・熱,very_hard,very_hard,False,calculated_property;calculation;material_entry;phase_stability;structure,5,4,False,False,case,True,True
q_vhard_012,"Ni基超合金のγ'相代替候補として、Ni-Al系以外の安定（is_stable）なL1₂化合物を設計スコア (1 − min(E_hull, 0.05)/0.05)×0.30 + (1 − min(|a − 3.57|, 0.3)/0.3)×0.25 + (min(B, 300)/300)×0.25 + (形成エネルギー < −0.3 eV/atomなら0.20、それ以外は0.10) でランキングして。",main,electronic_magnetic_thermal,電子構造・磁気・熱,very_hard,very_hard,False,calculated_property;calculation;material_entry;phase_stability;structure,5,4,False,False,case,True,True
q_vhard_013,安定（energy_above_hull ≤ 0.001 eV/atom）かつ形成エネルギー ≤ −0.3 eV/atomかつ体積弾性率 ≥ 150 GPaのL1₂型化合物について、体積弾性率と格子定数を散布図データとして出力して。,main,electronic_magnetic_thermal,電子構造・磁気・熱,very_hard,very_hard,False,calculated_property;calculation;material_entry;phase_stability;structure,5,4,False,False,,True,True
q_vhard_014,元素周期の観点から、3d遷移金属（第4周期dブロック）と4d/5d遷移金属（第5・6周期dブロック）をAサイトに持つL1₂化合物の安定性傾向（件数・平均energy above hull・stable割合・平均形成エネルギー）を比較して。,main,stability,安定性,very_hard,very_hard,False,composition;element;material_entry;phase_stability;structure,5,4,True,False,aggregation;group_by;case,True,True
q_vhard_015,L1₂化合物のうち形成エネルギーがNi3Alより低く、バルクモジュラスがNi3Alより高い候補を出して。,main,electronic_magnetic_thermal,電子構造・磁気・熱,very_hard,very_hard,False,calculated_property;calculation;material_entry;phase_stability;structure,5,8,False,True,subquery,True,True
q_vhard_016,安定なL1₂化合物の純元素基底状態基準に再基準化した生成エネルギーを計算して、-0.3 eV/atom未満のものを格子定数・形成エネルギー・加重純元素基準エネルギーつきで出して。,main,multistep,多段計算,very_hard,very_hard,True,composition;material_entry;phase_stability;pure_element_reference;structure,5,4,True,False,CTE;aggregation;group_by,True,True
q_vhard_017,"全L1₂化合物について、複合スコア (1 − min(E_hull, 0.05)/0.05)×0.30 + (1 − min(|a − 3.57|, 0.3)/0.3)×0.30 + (min(B, 300)/300)×0.20 + (−ΔE_f/1.0)×0.20（ΔE_f: 形成エネルギー eV/atom）を計算して上位20件をランキングして。",main,electronic_magnetic_thermal,電子構造・磁気・熱,very_hard,very_hard,False,calculated_property;calculation;material_entry;phase_stability;structure,5,4,False,False,,True,True
q_vhard_018,安定なL1₂化合物のA-site元素ごとに純元素基底状態基準に再基準化した生成エネルギーの平均を、化合物数・最小値とともに計算して。,main,multistep,多段計算,very_hard,very_hard,True,composition;material_entry;phase_stability;pure_element_reference;structure,5,5,True,False,CTE;aggregation;group_by,True,True
q_vhard_019,安定なL1₂化合物の純元素基底状態基準に再基準化した生成エネルギーを計算して、Ni含有のもので再基準化生成エネルギーが低い5件を出して。,main,multistep,多段計算,very_hard,very_hard,True,composition;material_entry;phase_stability;pure_element_reference;structure,5,4,True,True,CTE;aggregation;group_by;subquery,True,True
q_vhard_020,L1₂化合物の形成エネルギーが加重純物質基準より0.1 eV/atom以上低い化合物を、形成エネルギー・加重純物質基準・その差とともに出して。,main,multistep,多段計算,very_hard,very_hard,True,composition;material_entry;phase_stability;pure_element_reference;structure,5,4,True,False,CTE;aggregation;group_by,True,True
q_transfer_001,データベースに登録されているエントリの総数を教えて。,transfer,transfer,転用（OQMD）,easy,easy,False,oqmd_entries,1,0,True,False,aggregation,True,True
q_transfer_002,L1₂プロトタイプの化合物を一覧にして。,transfer,transfer,転用（OQMD）,easy,easy,False,oqmd_entries,1,0,False,False,,True,True
q_transfer_003,Niを含む化合物を抽出して。,transfer,transfer,転用（OQMD）,easy,easy,False,oqmd_element_ratios;oqmd_entries,2,1,False,False,distinct,True,True
q_transfer_004,格子定数が4Å未満のエントリを出して。,transfer,transfer,転用（OQMD）,easy,easy,False,oqmd_entries,1,0,False,False,,True,True
q_transfer_005,登録されている元素の数を教えて。,transfer,transfer,転用（OQMD）,easy,easy,False,oqmd_elements,1,0,True,False,aggregation,True,True
q_transfer_006,バンドギャップが大きい上位5件を出して。,transfer,transfer,転用（OQMD）,easy,easy,False,oqmd_entries;oqmd_formation_energies,2,1,False,False,,True,True
q_transfer_007,凸包上にある化合物の数を教えて。,transfer,transfer,転用（OQMD）,medium,medium,False,oqmd_formation_energies,1,0,True,False,aggregation,True,True
q_transfer_008,形成エネルギーが-0.5 eV/atom未満の化合物を形成エネルギーが低い順に出して。,transfer,transfer,転用（OQMD）,medium,medium,False,oqmd_entries;oqmd_formation_energies,2,1,False,False,,True,True
q_transfer_009,元素ごとのエントリ数を数えて上位10元素を出して。,transfer,transfer,転用（OQMD）,medium,medium,False,oqmd_element_ratios,1,0,True,False,aggregation;group_by;distinct,True,True
q_transfer_010,Alを含む凸包上の化合物を形成エネルギー順に出して。,transfer,transfer,転用（OQMD）,medium,medium,False,oqmd_element_ratios;oqmd_entries;oqmd_formation_energies,3,2,False,False,distinct,True,True
q_transfer_011,結晶系ごとの平均形成エネルギーを件数とともに計算して。,transfer,transfer,転用（OQMD）,medium,medium,False,oqmd_entries;oqmd_formation_energies,2,1,True,False,aggregation;group_by,True,True
q_transfer_012,凸包からの距離が0.05 eV/atom未満の準安定化合物の数を教えて。,transfer,transfer,転用（OQMD）,medium,medium,False,oqmd_formation_energies,1,0,True,False,aggregation,True,True
q_transfer_013,NiとAlの両方を含む化合物を出して。,transfer,transfer,転用（OQMD）,hard,hard,False,oqmd_element_ratios;oqmd_entries,2,2,False,False,distinct,True,True
q_transfer_014,A-siteがCoの化合物で形成エネルギーが低い5件を出して。,transfer,transfer,転用（OQMD）,hard,hard,False,oqmd_element_ratios;oqmd_entries;oqmd_formation_energies,3,2,False,False,,True,True
q_transfer_015,空間群番号221でバンドギャップが0より大きい化合物を出して。,transfer,transfer,転用（OQMD）,hard,hard,False,oqmd_entries;oqmd_formation_energies,2,1,False,False,,True,True
q_transfer_016,OQMDに登録された単元素構造候補数が多い上位5元素の基底状態空間群を出して。,transfer,transfer,転用（OQMD）,hard,hard,False,oqmd_reference_states,1,0,False,False,,True,True
q_transfer_017,原子比0.75を占める元素ごとに平均凸包距離を件数とともに計算して低い順に10件出して。,transfer,transfer,転用（OQMD）,hard,hard,False,oqmd_element_ratios;oqmd_formation_energies,2,1,True,False,aggregation;group_by,True,True
q_transfer_018,Co3Tiの生成エンタルピーを純物質基準エネルギーから計算して、形成エネルギーと加重純物質基準エネルギーも併記して。,transfer,transfer,転用（OQMD）,very_hard,very_hard,True,oqmd_element_ratios;oqmd_entries;oqmd_formation_energies;oqmd_reference_states,4,4,True,False,CTE;aggregation;group_by,True,True
q_transfer_019,凸包上のL1₂化合物について、純元素基底状態基準へ再基準化した生成エネルギーを計算し、-0.3 eV/atom未満のものを出して。,transfer,transfer,転用（OQMD）,very_hard,very_hard,True,oqmd_element_ratios;oqmd_entries;oqmd_formation_energies;oqmd_reference_states,4,3,True,False,CTE;aggregation;group_by,True,True
q_transfer_020,凸包上のL1₂化合物について、A-site元素ごとに純元素基底状態基準へ再基準化した生成エネルギーの平均を化合物数とともに計算して。,transfer,transfer,転用（OQMD）,very_hard,very_hard,True,oqmd_element_ratios;oqmd_entries;oqmd_formation_energies;oqmd_reference_states,4,4,True,False,CTE;aggregation;group_by,True,True
q_transfer_obf_001,データベースに登録されているエントリの総数を教えて。,transfer_obfuscated,transfer_obfuscated,転用（難読化）,easy,easy,False,tbl_zulu,1,0,True,False,aggregation,True,True
q_transfer_obf_002,L1₂プロトタイプの化合物を一覧にして。,transfer_obfuscated,transfer_obfuscated,転用（難読化）,easy,easy,False,tbl_zulu,1,0,False,False,,True,True
q_transfer_obf_003,Niを含む化合物を抽出して。,transfer_obfuscated,transfer_obfuscated,転用（難読化）,easy,easy,False,tbl_juliet;tbl_zulu,2,1,False,False,distinct,True,True
q_transfer_obf_004,格子定数が4Å未満のエントリを出して。,transfer_obfuscated,transfer_obfuscated,転用（難読化）,easy,easy,False,tbl_zulu,1,0,False,False,,True,True
q_transfer_obf_005,登録されている元素の数を教えて。,transfer_obfuscated,transfer_obfuscated,転用（難読化）,easy,easy,False,tbl_xray,1,0,True,False,aggregation,True,True
q_transfer_obf_006,バンドギャップが大きい上位5件を出して。,transfer_obfuscated,transfer_obfuscated,転用（難読化）,easy,easy,False,tbl_delta;tbl_zulu,2,1,False,False,,True,True
q_transfer_obf_007,凸包上にある化合物の数を教えて。,transfer_obfuscated,transfer_obfuscated,転用（難読化）,medium,medium,False,tbl_delta,1,0,True,False,aggregation,True,True
q_transfer_obf_008,形成エネルギーが-0.5 eV/atom未満の化合物を形成エネルギーが低い順に出して。,transfer_obfuscated,transfer_obfuscated,転用（難読化）,medium,medium,False,tbl_delta;tbl_zulu,2,1,False,False,,True,True
q_transfer_obf_009,元素ごとのエントリ数を数えて上位10元素を出して。,transfer_obfuscated,transfer_obfuscated,転用（難読化）,medium,medium,False,tbl_juliet,1,0,True,False,aggregation;group_by;distinct,True,True
q_transfer_obf_010,Alを含む凸包上の化合物を形成エネルギー順に出して。,transfer_obfuscated,transfer_obfuscated,転用（難読化）,medium,medium,False,tbl_delta;tbl_juliet;tbl_zulu,3,2,False,False,distinct,True,True
q_transfer_obf_011,結晶系ごとの平均形成エネルギーを件数とともに計算して。,transfer_obfuscated,transfer_obfuscated,転用（難読化）,medium,medium,False,tbl_delta;tbl_zulu,2,1,True,False,aggregation;group_by,True,True
q_transfer_obf_012,凸包からの距離が0.05 eV/atom未満の準安定化合物の数を教えて。,transfer_obfuscated,transfer_obfuscated,転用（難読化）,medium,medium,False,tbl_delta,1,0,True,False,aggregation,True,True
q_transfer_obf_013,NiとAlの両方を含む化合物を出して。,transfer_obfuscated,transfer_obfuscated,転用（難読化）,hard,hard,False,tbl_juliet;tbl_zulu,2,2,False,False,distinct,True,True
q_transfer_obf_014,A-siteがCoの化合物で形成エネルギーが低い5件を出して。,transfer_obfuscated,transfer_obfuscated,転用（難読化）,hard,hard,False,tbl_delta;tbl_juliet;tbl_zulu,3,2,False,False,,True,True
q_transfer_obf_015,空間群番号221でバンドギャップが0より大きい化合物を出して。,transfer_obfuscated,transfer_obfuscated,転用（難読化）,hard,hard,False,tbl_delta;tbl_zulu,2,1,False,False,,True,True
q_transfer_obf_016,OQMDに登録された単元素構造候補数が多い上位5元素の基底状態空間群を出して。,transfer_obfuscated,transfer_obfuscated,転用（難読化）,hard,hard,False,tbl_victor,1,0,False,False,,True,True
